2024-08-08 22:44:17,838 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2024-08-08 22:44:17,857 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2024-08-08 22:44:17,858 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2024-08-08 22:44:17,858 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2024-08-08 22:44:17,860 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2024-08-08 22:44:17,860 INFO  SwAddin.cs: 197 - Setting up callbacks
2024-08-08 22:44:17,861 INFO  SwAddin.cs: 201 - Setting up command manager
2024-08-08 22:44:17,862 INFO  SwAddin.cs: 204 - Adding command manager
2024-08-08 22:44:17,864 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2024-08-08 22:44:17,865 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2024-08-08 22:44:17,865 INFO  SwAddin.cs: 210 - Adding event handlers
2024-08-08 22:44:17,876 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2024-08-08 22:47:05,366 INFO  SwAddin.cs: 294 - Assembly export called for file tongquan.SLDASM
2024-08-08 22:47:07,107 INFO  SwAddin.cs: 313 - Saving assembly
2024-08-08 22:47:07,490 INFO  SwAddin.cs: 316 - Opening property manager
2024-08-08 22:47:07,498 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from tongquan.SLDASM
2024-08-08 22:47:07,501 INFO  ExportHelperExtension.cs: 1136 - Found 120 in tongquan.SLDASM
2024-08-08 22:47:07,502 INFO  ExportHelperExtension.cs: 1145 - Found 5 features of type [CoordSys] in tongquan.SLDASM
2024-08-08 22:47:07,503 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-08-08 22:47:07,504 INFO  ExportHelperExtension.cs: 1160 - 26 components to check
2024-08-08 22:47:07,505 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from (normal) external_is-2
2024-08-08 22:47:07,505 INFO  ExportHelperExtension.cs: 1136 - Found 32 in (normal) external_is-2
